student_id,classes_attended,classes_total,study_hours_per_week,assignments_submitted,assignments_total,quiz_points_earned,quiz_points_possible,discussion_posts,office_hours_visits,sleep_hours,work_hours_per_week,commute_minutes,prior_gpa,late_submissions,practice_exam_points,practice_exam_possible,lms_logins_last_30_days
S01631,28,30,10.6,11,13,97,120,4,5,7.0,16.0,32.3,2.96,1,91,100,28
S01632,18,24,12.5,12,12,110,110,12,2,7.5,17.6,8.5,4.0,3,67,100,17
S01633,15,26,4.3,6,12,66,100,0,2,5.7,11.4,32.3,3.22,6,56,100,21
S01634,10,28,4.6,10,11,88,120,3,0,7.5,21.9,44.7,3.24,6,48,90,24
S01635,17,26,7.7,9,13,59,100,3,1,7.8,6.8,25.7,2.26,3,58,100,37
S01636,21,28,2.1,4,10,74,110,2,1,6.9,1.0,5.0,3.19,5,51,90,24
S01637,16,28,0.3,8,11,50,90,6,1,6.6,18.3,63.5,2.58,7,45,90,24
S01638,20,28,10.3,8,10,46,100,4,1,8.1,5.4,0,2.58,0,67,90,45
S01639,16,30,6.2,7,12,67,90,2,3,7.9,2.1,25.9,3.36,9,76,100,2
S01640,11,24,5.4,9,13,72,120,5,1,7.9,25.8,40.7,2.96,7,58,100,23
S01641,20,24,6.4,8,11,73,90,4,4,7.0,11.5,0.1,2.89,1,72,90,20
S01642,14,24,4.8,8,11,63,100,4,1,6.2,15.8,48.0,3.29,6,77,100,20
S01643,18,24,8.9,5,10,64,100,5,0,6.1,21.3,8.2,2.08,3,51,80,33
S01644,11,26,2.2,6,12,74,110,0,0,7.5,17.9,49.1,3.14,10,37,80,11
S01645,25,28,6.2,8,11,56,90,8,5,6.2,16.7,28.3,2.8,6,34,80,54
S01646,8,24,0,4,11,56,90,0,0,6.9,9.6,39.1,2.26,5,39,80,12
S01647,13,28,0,5,11,53,100,0,1,7.7,10.1,43.2,2.4,4,72,100,2
S01648,24,30,14.3,12,13,87,120,11,5,6.8,5.1,3.9,2.59,2,70,100,42
S01649,20,28,8.0,8,10,63,90,4,3,4.6,10.8,11.5,2.66,7,83,100,33
S01650,20,30,5.7,9,11,61,90,5,4,8.0,1.3,20.8,2.61,4,54,80,14
S01651,17,30,6.8,10,13,80,110,2,4,6.0,18.2,29.1,3.08,6,74,100,18
S01652,14,24,6.4,9,12,75,110,4,0,6.6,24.0,40.5,2.28,7,45,100,17
S01653,20,26,8.4,8,10,77,100,7,3,7.0,0,38.4,2.5,0,50,90,24
S01654,19,24,7.2,7,10,70,90,4,2,7.7,16.6,39.2,3.05,4,73,90,44
S01655,19,28,4.9,8,11,78,90,6,0,8.2,0,26.1,2.34,4,59,80,56
S01656,26,28,17.6,13,13,96,100,11,4,6.5,6.3,13.1,3.85,2,100,100,46
S01657,19,28,6.7,11,13,61,90,6,3,6.5,7.8,55.4,2.46,5,56,80,48
S01658,19,24,10.3,8,10,67,90,7,5,7.6,13.5,58.2,3.23,2,77,80,45
S01659,17,28,11.0,12,13,78,120,8,5,5.6,15.1,50.5,3.24,2,61,80,51
S01660,26,30,7.6,8,11,92,120,7,2,7.3,12.6,35.0,2.08,3,44,80,43
S01661,14,26,8.4,7,10,66,100,1,3,6.4,22.4,40.6,3.16,5,66,80,13
S01662,26,26,13.8,12,12,58,100,11,6,8.2,4.6,30.4,3.21,2,73,80,67
S01663,26,30,5.4,7,12,58,90,9,2,7.2,1.7,17.1,2.75,2,44,100,28
S01664,23,28,8.2,8,10,57,90,6,2,6.3,0.1,39.6,1.99,0,68,100,35
S01665,25,28,8.7,10,10,94,110,7,0,7.0,5.1,12.9,2.79,3,57,80,60
S01666,22,28,11.7,12,13,102,120,4,5,6.4,11.2,40.7,3.03,7,59,100,32
S01667,24,26,6.4,9,11,65,90,4,5,6.7,16.0,31.2,1.96,5,45,80,34
S01668,28,28,10.3,10,12,107,110,5,3,6.8,16.6,33.0,3.05,2,68,90,48
S01669,16,30,4.0,8,12,89,120,6,5,6.4,9.0,22.4,3.11,6,54,80,37
S01670,18,26,7.2,5,12,64,100,3,4,7.4,3.3,7.8,2.25,1,73,90,30
S01671,26,26,9.1,10,11,94,120,11,4,8.8,20.8,8.7,3.75,0,56,90,88
S01672,20,28,12.1,11,11,84,100,1,1,7.4,13.8,26.8,3.3,5,77,80,48
S01673,19,26,10.7,10,11,63,90,0,4,6.7,10.8,32.7,2.38,3,64,80,60
S01674,21,28,7.3,10,13,100,100,1,1,5.9,9.2,37.8,3.43,6,70,80,3
S01675,15,30,9.7,9,12,70,90,7,2,5.8,18.6,72.2,3.37,6,79,90,14
S01676,14,24,14.0,10,12,96,110,8,1,5.9,26.4,39.6,3.69,4,65,80,64
S01677,23,30,7.7,9,10,79,120,9,4,6.9,22.3,48.5,2.74,6,51,100,19
S01678,20,24,13.4,10,12,112,120,9,3,6.3,1.3,33.8,3.36,5,71,90,59
S01679,14,28,6.5,7,11,73,100,2,3,5.9,11.2,39.5,2.59,7,62,80,16
S01680,21,28,6.7,8,10,85,120,3,0,7.8,18.6,10.7,3.22,5,49,90,41
S01681,28,30,15.5,11,11,63,90,10,6,7.8,26.1,26.0,2.6,1,79,90,47
S01682,17,24,2.6,8,10,46,100,5,1,6.1,16.3,33.8,1.7,5,63,100,18
S01683,20,26,10.1,9,10,81,120,5,3,8.2,17.4,43.0,2.54,2,55,90,32
S01684,17,30,4.5,8,10,69,90,10,4,7.1,5.3,13.2,2.61,4,61,80,16
S01685,22,24,4.2,7,10,51,90,5,2,7.1,2.7,30.2,3.07,2,82,100,37
S01686,15,30,3.5,7,10,44,100,5,4,6.2,30.6,69.0,2.38,6,52,90,2
S01687,14,24,8.4,9,13,92,120,5,2,7.3,1.7,34.2,2.4,5,79,100,10
S01688,17,28,8.5,10,12,82,110,4,0,7.5,13.4,28.7,2.93,4,42,80,23
S01689,12,26,4.7,5,11,77,120,0,0,6.1,14.4,19.3,3.02,4,42,80,19
S01690,12,28,5.3,10,12,69,120,5,0,7.6,20.0,35.2,2.73,8,54,90,26
S01691,23,30,8.2,8,12,78,120,4,4,7.2,9.9,32.2,2.93,2,67,90,41
S01692,21,24,4.6,7,12,72,100,0,5,8.2,13.7,58.8,2.41,2,49,100,36
S01693,17,26,5.4,7,11,70,110,4,3,5.9,9.2,59.5,2.72,4,57,90,37
S01694,21,30,7.6,9,12,73,100,1,0,8.2,0,7.0,3.47,3,52,90,37
S01695,16,28,5.1,7,12,73,120,3,1,6.8,18.5,37.4,3.34,4,56,80,26
S01696,21,24,10.8,10,10,62,90,1,4,5.8,15.2,0.8,2.61,2,54,80,45
S01697,22,24,10.4,10,10,52,90,6,3,6.5,6.2,5.1,2.74,0,66,90,34
S01698,18,28,8.1,8,10,56,100,5,4,7.3,23.4,54.0,2.31,5,66,80,7
S01699,13,24,6.4,8,13,77,110,3,0,6.2,6.2,46.7,2.99,7,63,90,7
S01700,17,24,9.4,7,10,112,120,11,3,7.6,0.5,6.5,3.05,1,60,90,37
S01701,19,28,3.6,7,12,63,110,2,4,8.0,1.0,37.3,2.57,5,67,80,46
S01702,13,28,11.3,9,10,90,120,6,3,7.2,19.1,27.5,2.98,7,75,100,31
S01703,24,24,8.4,13,13,66,100,6,4,6.5,7.9,26.9,2.39,5,52,80,34
S01704,14,24,6.2,7,11,65,100,2,2,7.8,25.7,32.8,3.2,6,74,80,23
S01705,16,24,6.3,8,10,66,100,1,3,6.9,6.1,13.9,2.54,6,41,80,34
S01706,23,30,5.4,8,13,59,100,1,3,7.0,14.0,12.8,2.62,5,78,80,34
S01707,28,28,10.8,7,12,87,120,7,1,7.6,17.4,3.2,2.17,0,65,90,27
S01708,22,28,5.1,6,10,97,120,9,0,7.0,22.8,18.6,3.55,4,62,90,26
S01709,25,30,6.5,10,12,91,120,5,2,6.8,0,19.8,3.48,0,75,90,72
S01710,18,26,7.8,9,10,71,120,8,1,6.5,0,28.1,2.86,1,69,100,26
S01711,16,30,5.0,9,13,80,120,7,2,7.5,7.8,32.6,2.88,4,50,100,29
S01712,20,26,3.3,8,12,61,100,6,5,6.1,27.0,36.9,2.75,5,48,80,32
S01713,15,26,3.3,5,10,63,90,0,3,6.4,15.3,21.2,2.73,4,56,100,25
S01714,17,28,12.9,13,13,102,120,6,3,6.9,2.7,15.7,3.84,2,99,100,29
S01715,18,28,2.4,9,13,58,100,0,1,6.2,13.4,26.1,3.51,2,64,90,45
S01716,24,26,5.9,6,11,81,110,4,2,8.1,2.6,4.0,3.52,3,64,80,35
S01717,15,26,4.9,8,11,85,110,1,0,7.3,7.8,9.9,3.08,6,57,90,10
S01718,19,26,9.3,9,11,77,100,7,2,7.4,15.5,39.6,3.27,1,65,80,25
S01719,20,24,8.0,9,12,61,90,9,2,7.0,4.2,39.1,2.69,5,63,80,12
S01720,19,30,12.4,9,10,90,110,9,3,7.1,16.5,49.3,4.0,3,79,100,19
S01721,11,24,8.5,6,11,57,90,0,0,7.0,1.2,35.5,3.09,5,75,100,22
S01722,20,26,8.0,7,13,97,120,5,4,5.8,10.3,21.0,3.37,4,65,90,36
S01723,25,28,4.8,7,10,77,120,3,2,7.1,3.8,7.4,2.98,3,66,100,51
S01724,24,30,9.0,9,10,85,110,9,5,8.0,6.6,42.5,2.86,3,87,100,35
S01725,24,26,14.7,8,11,92,100,6,3,6.5,5.8,27.4,3.31,1,69,100,36
S01726,24,24,6.1,9,11,71,100,3,3,5.8,15.9,31.6,2.37,4,68,100,24
S01727,18,26,6.3,9,13,74,120,0,0,7.3,4.1,8.3,3.06,4,45,80,32
S01728,18,28,9.2,10,11,90,90,1,0,8.1,3.1,13.6,4.0,0,86,90,54
S01729,18,24,6.0,11,12,81,90,5,3,6.6,9.5,23.8,2.36,4,78,100,55
S01730,16,24,4.4,8,12,58,90,3,2,8.2,12.5,35.9,3.17,4,70,100,37
S01731,20,26,11.7,13,13,101,120,10,2,7.6,13.1,15.0,2.61,5,68,80,61
S01732,24,26,10.6,10,10,84,90,10,4,6.0,6.9,50.6,3.15,2,68,90,34
S01733,20,28,4.8,7,11,53,90,7,2,6.6,10.0,18.4,2.85,0,54,90,55
S01734,21,30,7.3,10,12,64,110,5,3,5.8,8.0,38.2,2.22,5,53,80,28
S01735,20,30,6.5,10,12,63,90,5,0,7.8,19.6,25.7,2.74,0,69,100,8
S01736,22,30,13.4,8,11,100,110,7,3,8.3,21.8,35.2,2.78,4,91,100,41
S01737,18,24,4.7,7,10,86,120,2,2,6.7,21.7,18.7,1.77,1,59,90,46
S01738,15,30,3.5,7,12,82,120,1,0,6.7,12.3,35.1,3.66,4,64,90,28
S01739,20,24,8.0,8,10,76,100,7,2,7.2,15.0,40.2,2.7,1,41,80,40
S01740,20,30,6.6,7,10,93,110,6,1,8.1,3.7,33.6,3.3,2,60,90,40
S01741,16,24,8.9,9,13,69,110,2,2,6.2,14.1,19.4,2.74,8,53,80,20
S01742,17,26,5.1,6,11,76,110,5,4,7.5,17.0,2.7,2.69,5,64,100,23
S01743,16,26,4.8,6,13,71,90,7,2,7.6,3.4,24.2,1.73,3,68,100,26
S01744,12,28,6.0,7,11,97,120,0,1,8.7,12.3,25.0,2.92,2,57,90,20
S01745,20,26,5.5,9,12,55,90,9,1,6.6,6.9,33.9,2.79,5,51,80,40
S01746,17,28,4.0,9,12,72,110,6,1,6.2,13.5,71.9,3.14,5,54,80,9
S01747,22,26,4.3,10,12,94,110,4,0,6.6,7.6,34.8,2.64,4,62,90,28
S01748,17,26,4.9,6,13,87,120,0,1,8.5,3.2,18.7,2.62,2,41,90,2
S01749,17,26,6.1,7,12,70,90,2,0,6.2,0.7,18.4,3.49,1,77,90,41
S01750,17,30,1.3,10,13,62,100,1,0,6.5,23.7,38.9,2.62,5,73,90,6
S01751,16,24,8.9,11,12,58,90,10,5,6.9,14.9,43.2,2.17,3,45,90,37
S01752,17,28,6.3,7,12,83,100,1,2,8.0,1.4,39.1,2.77,3,62,80,41
S01753,23,28,10.5,13,13,93,100,4,4,7.2,15.0,26.1,3.84,3,72,100,36
S01754,14,30,8.2,7,10,94,120,1,0,7.1,23.4,39.6,3.48,3,65,80,41
S01755,20,28,6.8,7,10,98,110,2,2,8.5,5.2,33.9,3.25,4,64,80,44
S01756,23,30,13.9,11,13,71,90,10,2,7.8,22.3,13.0,3.58,2,90,90,33
S01757,22,30,6.5,8,11,55,90,7,2,7.8,17.5,13.9,2.14,5,53,100,33
S01758,12,26,6.0,8,10,91,110,3,0,6.1,2.3,5.1,2.72,3,42,80,25
S01759,19,26,5.7,11,13,46,90,0,0,6.6,32.2,57.6,3.08,7,68,90,21
S01760,13,30,7.2,7,12,80,110,2,2,6.4,23.3,69.0,3.02,7,49,100,28
S01761,27,28,9.1,9,12,92,100,2,5,4.6,20.1,27.3,2.07,2,74,100,42
S01762,12,26,1.2,6,10,66,110,1,0,8.0,19.7,45.0,2.86,4,48,80,11
S01763,19,28,5.6,7,12,61,100,5,2,7.3,0.7,12.0,2.7,4,46,100,22
S01764,21,28,5.7,8,11,71,100,5,2,5.9,2.8,29.7,3.38,7,45,80,36
S01765,20,26,8.4,9,13,78,110,3,2,6.9,4.1,8.1,2.02,1,51,90,29
S01766,10,28,0.1,7,12,57,90,1,0,6.8,21.9,34.4,3.22,10,37,80,10
S01767,13,30,0,4,10,70,110,0,0,6.8,21.3,43.8,2.96,5,68,90,2
S01768,29,30,17.1,11,11,86,110,13,5,7.3,10.4,9.9,3.35,0,81,100,66
S01769,16,24,6.7,7,10,74,100,6,1,8.3,0.6,1.6,3.56,4,57,80,50
S01770,23,30,5.1,8,13,78,100,5,1,6.7,7.2,40.5,3.39,5,66,90,25
S01771,18,30,4.2,9,11,71,100,4,0,6.6,15.5,31.0,2.69,5,39,100,26
S01772,22,30,5.3,8,13,79,110,4,1,8.0,0.5,22.8,2.99,1,68,90,24
S01773,22,28,12.3,11,11,106,110,7,3,6.0,23.4,37.1,2.86,2,83,90,51
S01774,19,30,3.8,6,12,66,100,5,1,8.4,5.9,0,2.66,3,60,80,40
S01775,15,24,5.1,7,10,60,90,8,3,5.2,14.2,44.6,2.75,5,56,90,39
S01776,24,24,11.3,12,12,105,110,7,3,6.8,7.7,16.1,3.45,0,76,100,50
S01777,16,28,2.1,9,12,59,90,3,0,6.2,20.2,35.3,2.75,5,87,90,45
S01778,19,24,7.3,9,12,82,110,8,4,7.0,13.3,11.1,2.81,2,54,80,26
S01779,11,30,0,5,10,42,100,0,0,7.3,11.6,7.5,2.63,3,43,90,2
S01780,12,30,5.3,6,10,93,120,4,1,6.5,0.9,13.6,2.51,4,66,90,43
S01781,17,26,15.6,12,13,91,120,4,2,7.0,2.7,60.3,2.71,0,58,80,38
S01782,23,24,10.5,11,12,95,100,6,3,8.4,22.4,52.1,2.32,2,72,90,35
S01783,23,28,10.7,12,13,88,110,8,3,6.6,24.4,25.3,3.57,1,66,80,45
S01784,19,28,4.1,6,11,58,90,3,1,8.2,15.3,19.6,2.45,3,41,100,33
S01785,26,30,10.6,10,12,94,110,6,2,7.2,6.2,11.6,2.8,4,75,90,53
S01786,18,24,4.6,6,12,91,120,3,0,8.4,12.7,27.8,2.86,3,63,100,33
S01787,20,30,10.3,10,12,93,100,9,5,7.2,24.2,33.2,2.89,5,48,80,42
S01788,10,28,0,4,10,65,120,0,0,6.6,18.9,31.0,2.71,7,34,90,2
S01789,21,28,2.9,9,13,40,90,7,1,8.7,0,17.6,2.62,2,43,90,23
S01790,30,30,14.6,11,11,71,90,14,6,7.4,13.7,32.4,3.11,2,76,80,68
S01791,10,24,2.5,5,10,50,100,2,2,7.8,18.7,25.3,2.84,5,50,80,22
S01792,14,30,1.9,8,11,81,110,0,0,8.5,15.1,14.4,3.44,4,45,80,36
S01793,15,26,4.6,8,11,78,90,3,3,5.9,14.4,51.1,3.03,3,72,100,5
S01794,16,28,8.4,9,11,60,90,3,4,8.1,21.7,35.2,2.48,6,82,100,24
S01795,26,26,15.0,11,13,107,120,7,6,8.3,2.4,10.1,2.76,4,92,100,54
S01796,24,26,15.5,11,11,80,100,7,3,5.7,11.7,21.7,2.85,0,57,80,47
S01797,22,28,4.2,10,12,76,90,4,1,7.4,6.8,0,3.15,4,53,90,27
S01798,17,24,10.4,9,12,89,110,4,5,7.0,26.6,11.9,2.91,3,70,90,46
S01799,22,30,9.3,10,12,84,100,3,2,8.1,11.1,14.9,2.78,6,90,100,56
S01800,18,24,9.7,7,12,67,100,3,1,6.9,9.7,28.4,2.79,1,53,80,45
S01801,23,28,9.0,10,12,80,120,12,5,6.9,8.9,54.1,3.06,1,56,80,33
S01802,20,24,9.4,9,13,70,110,8,0,6.9,5.1,27.2,2.32,7,61,90,40
S01803,28,30,6.5,8,10,84,120,3,3,7.8,8.4,17.7,2.84,2,64,100,42
S01804,26,26,12.3,10,11,69,90,8,4,7.2,0,24.5,2.66,2,58,90,38
S01805,20,26,13.3,9,10,73,120,9,4,6.8,25.6,29.8,2.4,8,81,100,40
S01806,12,26,5.2,7,10,69,110,0,1,7.3,5.1,26.3,3.22,4,68,80,22
S01807,15,26,3.7,6,12,52,90,5,2,6.0,12.1,27.1,2.89,7,44,80,13
S01808,20,30,4.6,9,12,74,120,6,2,8.0,2.3,6.0,2.24,4,61,100,34
S01809,21,24,6.1,10,13,71,90,4,5,7.8,7.7,16.4,1.7,1,62,90,41
S01810,14,26,9.1,9,11,75,100,6,3,6.2,6.7,37.7,3.1,7,90,90,27
S01811,17,24,7.1,8,10,62,110,6,2,5.8,21.8,35.1,1.9,3,45,80,26
S01812,26,28,8.8,10,12,76,100,13,7,6.2,8.6,39.2,2.56,1,35,100,30
S01813,12,24,5.1,6,10,54,100,1,1,7.3,23.4,30.7,2.71,8,42,80,33
S01814,18,28,6.7,8,13,63,90,7,4,6.9,21.4,47.3,2.82,6,75,100,48
S01815,27,28,10.6,9,10,89,100,6,2,6.2,7.4,23.7,2.31,0,61,90,26
S01816,18,26,6.2,7,12,66,100,3,0,7.3,7.2,31.5,3.61,4,67,100,26
S01817,16,24,6.5,7,10,57,110,7,1,7.1,10.7,16.4,2.5,5,52,90,34
S01818,24,30,7.9,6,10,73,100,0,2,6.5,7.8,38.4,2.9,3,51,80,39
S01819,25,28,11.7,12,12,90,90,12,3,7.6,27.5,31.7,2.68,0,79,90,46
S01820,14,28,1.3,4,10,79,120,4,0,6.5,18.8,38.9,2.33,3,43,80,19
S01821,21,26,9.3,10,10,70,90,8,3,6.2,11.1,51.4,3.02,4,63,90,36
S01822,21,28,12.2,9,10,97,120,9,5,7.9,0,3.0,3.8,1,71,80,45
S01823,25,30,12.3,9,13,91,100,7,3,8.9,0,0,3.6,3,59,90,55
S01824,23,28,10.0,9,13,103,120,3,1,8.2,7.4,16.9,2.38,4,69,90,31
S01825,18,24,7.8,10,13,62,90,9,3,6.2,12.3,28.0,2.54,7,44,90,20
S01826,17,28,4.4,6,12,77,90,2,0,7.8,7.6,28.0,2.79,4,75,100,17
S01827,23,26,11.3,9,11,92,120,6,3,6.4,14.6,10.1,2.69,2,75,100,35
S01828,25,28,8.8,11,11,103,120,5,1,7.9,8.6,37.8,3.0,3,95,100,25
S01829,10,28,1.4,5,10,55,90,0,0,6.9,23.6,15.0,2.99,7,47,100,9
S01830,22,28,0.7,11,13,60,100,4,1,6.8,7.5,9.6,1.87,3,65,100,30
S01831,18,24,5.3,11,13,71,100,4,1,7.9,18.2,16.3,2.78,4,89,100,33
S01832,20,30,11.2,13,13,82,100,8,2,7.0,12.2,40.3,3.0,1,89,100,32
S01833,20,30,3.5,8,13,51,100,7,4,5.1,3.9,8.5,2.27,7,69,90,43
S01834,27,30,12.1,12,13,69,110,6,1,6.4,20.6,38.7,3.36,2,55,90,44
S01835,22,30,6.0,8,12,72,120,0,2,6.9,5.5,8.3,2.22,4,45,100,28
S01836,24,28,13.1,12,12,111,120,12,2,6.0,12.3,37.5,2.14,1,47,80,57
S01837,14,28,7.0,7,13,79,110,0,2,7.1,13.4,43.0,2.77,8,50,90,3
S01838,12,24,6.8,11,13,71,90,10,2,5.3,23.1,33.6,2.88,3,80,80,27
S01839,26,30,12.4,10,10,104,120,5,2,7.6,13.3,8.7,3.39,3,79,100,55
S01840,20,28,9.1,7,13,65,100,4,0,6.8,17.3,37.4,2.52,3,70,80,49
S01841,22,24,8.4,8,11,100,120,7,5,5.8,22.3,34.9,2.27,3,55,80,46
S01842,22,28,7.9,9,11,90,110,0,1,6.2,6.9,27.6,3.27,3,75,100,22
S01843,9,26,0,4,10,66,120,3,0,7.0,9.8,32.1,3.65,10,47,100,12
S01844,20,26,6.1,7,10,78,100,0,4,6.1,13.4,34.6,3.11,5,50,80,34
S01845,20,26,11.4,7,10,90,120,6,4,6.4,15.4,32.2,3.23,2,64,80,25
S01846,16,26,3.2,5,11,73,110,0,0,6.3,5.3,43.4,2.98,5,54,90,13
S01847,16,26,7.4,12,13,75,100,7,3,7.3,14.1,17.5,3.69,5,100,100,33
S01848,14,26,9.5,11,13,81,100,1,2,6.5,14.7,6.1,3.27,4,80,90,36
S01849,29,30,14.5,12,12,73,100,11,7,7.5,15.3,28.0,2.41,1,64,90,26
S01850,25,26,9.1,11,11,100,110,8,3,7.4,10.5,20.8,2.76,2,80,100,33
S01851,26,28,8.4,10,13,85,100,6,4,6.8,10.0,18.8,2.24,2,56,90,46
S01852,22,26,9.9,11,13,64,90,6,2,7.2,4.5,19.3,3.32,4,97,100,47
S01853,17,24,10.4,7,11,73,120,6,3,6.9,25.4,21.4,3.39,3,77,100,31
S01854,25,28,2.4,10,11,69,110,4,0,7.2,3.6,4.6,2.75,7,50,80,31
S01855,25,30,2.6,8,13,61,110,3,1,7.3,8.6,40.6,2.59,4,43,80,29
S01856,20,28,8.0,8,10,81,90,4,3,6.8,10.2,64.3,3.79,2,73,100,36
S01857,17,24,6.9,9,12,79,120,7,3,8.1,10.9,13.6,2.95,0,52,80,40
S01858,22,30,5.4,11,13,74,90,10,2,7.6,7.0,36.8,2.92,3,59,80,24
S01859,25,30,11.5,10,11,101,120,7,4,8.1,14.1,31.0,3.89,2,80,100,53
S01860,18,24,5.4,7,11,66,100,7,1,6.6,6.9,0,1.7,2,53,90,22
S01861,23,28,7.8,6,12,73,110,2,2,7.2,3.8,21.8,2.08,2,57,100,17
S01862,16,28,5.3,8,13,90,90,2,0,7.6,12.9,2.9,4.0,2,72,80,27
S01863,20,30,1.7,7,10,69,90,7,0,6.1,22.0,56.6,2.69,7,72,100,2
S01864,24,28,6.3,11,13,118,120,2,1,6.0,18.9,37.6,3.25,0,65,80,46
S01865,20,24,9.4,10,10,112,120,6,2,8.6,0,0,2.56,4,69,100,48
S01866,17,24,5.7,6,10,75,90,1,1,7.2,2.0,25.0,3.31,0,53,100,45
S01867,26,30,5.8,8,10,76,110,3,2,7.9,0,37.7,3.08,2,46,90,33
S01868,21,26,7.3,12,12,91,110,14,4,7.1,22.7,43.0,3.44,4,74,90,35
S01869,27,30,12.8,9,11,120,120,7,3,6.6,8.8,17.0,3.08,1,66,100,73
S01870,19,30,6.6,6,10,61,90,7,1,7.4,19.5,28.3,1.9,5,49,90,24
S01871,10,26,2.6,9,13,64,100,3,0,6.3,21.7,60.4,2.91,6,69,90,4
S01872,11,28,0.3,8,13,81,120,0,0,7.4,2.7,0,3.48,4,68,100,25
S01873,19,30,0.5,8,13,73,90,0,0,7.0,23.6,57.6,2.78,6,54,100,5
S01874,12,28,5.0,7,11,90,120,0,3,5.6,6.5,42.4,4.0,4,73,90,18
S01875,14,24,0.9,5,11,48,100,0,3,6.3,0,1.0,2.66,4,39,90,16
S01876,19,26,8.0,10,13,78,90,4,2,6.5,16.8,37.4,2.66,4,71,90,31
S01877,17,28,9.7,11,12,101,120,3,2,6.9,6.0,41.6,3.04,3,81,90,41
S01878,27,30,9.1,10,12,89,90,6,4,6.8,3.0,7.3,2.74,3,47,80,49
S01879,22,26,13.4,13,13,65,90,6,3,5.9,19.3,26.8,2.54,4,56,80,28
S01880,21,28,2.5,6,10,58,90,6,2,8.9,8.3,29.0,2.12,4,35,80,24
S01881,24,26,9.4,9,10,89,100,7,3,7.5,0,17.2,2.15,0,81,100,21
S01882,13,30,8.4,10,11,67,90,5,2,6.3,7.2,34.3,3.05,5,85,100,40
S01883,22,30,9.9,10,10,71,90,10,4,7.1,15.5,22.4,3.35,2,77,100,50
S01884,16,24,5.1,9,13,76,100,5,0,6.6,8.9,45.1,2.29,3,55,90,27
S01885,25,26,10.5,7,13,86,120,8,3,8.3,10.9,5.5,2.32,1,74,100,24
S01886,19,28,9.3,8,10,72,90,2,2,7.0,7.1,12.0,2.39,1,59,90,39
S01887,30,30,9.8,10,10,73,90,8,6,7.4,5.7,8.2,2.81,0,55,90,47
S01888,15,26,6.2,7,12,60,90,1,2,7.8,12.5,20.2,2.94,8,53,80,37
S01889,21,26,8.4,11,11,81,90,11,4,7.5,0,1.0,3.18,1,95,100,34
S01890,8,24,0,4,12,57,120,0,0,7.5,18.6,41.1,2.88,8,48,90,2
S01891,17,28,9.3,10,13,65,100,6,2,6.4,14.1,16.0,2.92,6,72,100,46
S01892,20,28,1.3,6,10,45,90,4,0,6.9,1.6,14.9,2.19,2,22,90,29
S01893,23,28,8.5,9,13,94,110,12,3,5.7,20.2,33.2,2.6,4,64,80,40
S01894,18,26,7.3,9,13,85,100,6,3,5.3,16.2,72.5,2.67,5,62,100,27
S01895,13,24,9.8,8,12,71,110,7,1,6.4,12.8,64.4,2.5,5,46,80,26
S01896,10,30,0,5,10,45,90,0,0,7.1,29.2,53.1,3.29,11,72,100,2
S01897,10,24,4.7,8,13,75,100,4,2,6.7,10.3,32.7,2.45,5,38,80,31
S01898,24,26,7.0,11,11,74,120,7,1,6.8,10.8,15.8,2.42,7,60,90,26
S01899,17,30,7.8,12,13,71,90,4,5,8.9,9.8,56.5,3.09,2,61,100,31
S01900,17,28,1.8,8,13,53,100,0,1,6.0,11.4,36.1,2.24,4,50,90,2
S01901,17,28,7.1,9,12,84,110,9,2,6.9,33.6,12.0,2.61,9,64,80,2
S01902,14,26,8.2,10,13,71,120,0,4,6.8,11.5,46.4,2.18,0,43,90,51
S01903,24,28,13.6,11,13,76,100,10,4,7.2,2.8,26.3,3.71,3,82,90,69
S01904,14,24,5.3,7,13,69,120,4,2,8.1,17.4,15.9,2.83,3,51,80,36
S01905,24,30,12.2,8,12,80,100,6,2,7.5,0,15.5,2.97,0,87,100,41
S01906,22,28,5.7,12,13,96,120,7,5,6.1,24.0,37.8,2.34,1,67,100,28
S01907,20,30,3.0,8,11,72,110,1,2,6.2,14.9,43.4,2.59,6,61,80,27
S01908,22,28,11.1,10,13,55,100,8,2,7.6,3.7,26.7,1.81,5,62,80,35
S01909,21,24,1.5,9,12,62,110,3,1,6.3,0,0,3.3,1,49,80,33
S01910,24,30,0.1,5,11,83,110,2,3,7.1,13.0,14.1,2.25,5,41,80,18
S01911,13,24,4.4,10,12,96,120,5,2,6.6,16.7,44.8,3.32,6,38,80,39
S01912,19,24,2.9,6,12,51,110,4,3,7.0,9.9,5.7,1.95,3,52,80,31
S01913,19,26,3.8,6,11,70,100,3,0,7.7,0,0,3.31,4,24,80,31
S01914,19,30,10.1,11,13,92,110,3,1,5.8,26.1,39.5,3.55,3,89,100,39
S01915,11,28,7.1,10,13,73,90,4,4,7.0,13.4,45.5,3.03,6,66,90,25
S01916,16,24,10.0,11,12,103,120,2,0,6.2,15.7,71.4,3.39,4,89,90,16
S01917,15,28,0,5,13,45,90,0,1,5.7,16.9,6.9,2.37,7,43,80,22
S01918,14,28,0.7,6,12,66,120,3,1,7.3,18.1,0,2.33,3,46,90,15
S01919,26,30,14.1,10,11,60,110,4,2,7.1,9.3,15.3,3.5,6,75,90,31
S01920,23,24,5.3,8,11,84,100,4,4,7.2,4.7,32.2,2.85,5,56,80,44
