profile_id,account_age_days,bio_length,profile_picture_quality,posts_count,followers_count,following_count,posts_last_30_days,external_link_count,username_digit_count,username_length,repeated_captions,recent_posts_sampled,avg_caption_length,night_posts,likes_last_20_posts,comments_last_20_posts,dm_sent_last_7_days,dm_replies_last_7_days
P01177,61,73,0.764,650,1775,15,15,1,1,13,2,30,67.6,4,1221,196,0,8
P01178,1,24,0.486,37,201,1438,45,1,6,16,15,26,0,21,400,44,76,17
P01179,1097,55,0.539,724,10,990,21,1,0,15,5,30,43.6,5,404,92,14,4
P01180,67,23,0.307,70,246,1324,14,2,6,17,24,27,82.5,8,17,62,144,0
P01181,278,37,0.548,34,163,817,35,1,4,8,11,21,52.1,9,442,0,183,9
P01182,85,28,0.529,2,213,1847,36,1,8,15,10,20,56.3,5,146,16,119,1
P01183,1214,64,0.628,5,883,360,8,0,1,14,8,30,42.1,7,3093,0,10,2
P01184,182,43,0.432,134,266,1232,12,2,6,18,7,25,76.1,21,314,14,111,5
P01185,212,3,1,694,10,433,0,0,2,10,2,24,100.5,2,1552,340,26,1
P01186,2267,48,0.847,530,460,734,13,0,0,7,2,18,24.0,5,306,193,40,16
P01187,30,118,0.582,380,1402,545,6,1,1,11,6,23,49.4,3,235,70,37,9
P01188,1367,36,0.684,315,10,369,18,0,0,11,2,16,109.4,2,0,78,18,22
P01189,495,93,0.618,184,168,388,16,1,0,8,5,27,74.9,0,77,103,32,1
P01190,130,51,0.49,0,51,3254,61,1,2,12,15,28,1.1,14,288,13,132,0
P01191,163,45,0.415,75,795,1529,48,2,4,18,14,19,23.1,11,62,11,156,0
P01192,32,2,0.4,64,0,1691,27,3,2,14,8,30,43.6,29,703,14,101,15
P01193,221,21,0.402,108,0,914,14,3,1,9,16,30,9.4,21,584,0,0,21
P01194,1,26,0.666,0,411,1800,19,1,5,17,9,21,74.8,10,773,23,70,4
P01195,1049,149,0.683,191,353,41,29,0,1,13,3,30,0,7,1786,15,26,5
P01196,939,35,0.613,546,995,223,0,0,1,4,2,26,38.7,4,2539,220,2,2
P01197,158,20,0.781,51,274,249,6,0,2,12,30,30,0,21,0,54,114,0
P01198,82,27,0.316,101,420,645,81,1,5,12,6,23,70.8,12,195,5,84,0
P01199,1552,87,0.657,117,10,118,18,1,2,10,3,18,60.3,4,768,0,9,2
P01200,1924,55,1,502,207,723,4,0,1,14,3,12,31.2,5,1838,118,29,0
P01201,1757,58,0.739,257,764,755,26,1,0,10,4,30,67.6,0,1524,101,23,16
P01202,191,11,0.356,46,200,1134,34,1,7,14,15,26,11.9,15,528,20,140,2
P01203,139,14,0.161,67,158,371,53,2,8,14,8,19,81.6,14,484,13,22,26
P01204,754,135,0.751,147,176,445,3,1,1,5,0,30,107.8,7,122,232,6,1
P01205,199,13,0.41,159,178,2993,0,0,5,22,14,25,13.8,11,164,0,74,0
P01206,1041,84,0.774,400,382,30,10,0,1,12,0,26,126.7,1,784,185,2,7
P01207,207,53,0.42,0,590,171,73,1,4,16,22,26,37.6,6,437,10,37,2
P01208,139,49,0.054,68,282,532,54,1,2,20,14,30,8.1,26,0,48,78,11
P01209,5,1,0.268,17,229,880,20,3,5,14,5,22,70.8,13,131,68,133,14
P01210,117,26,0.466,65,165,1659,51,3,3,12,24,28,38.0,21,1241,16,134,0
P01211,382,125,0.89,5,10,418,0,1,1,13,4,22,75.1,3,1907,149,0,9
P01212,1317,118,0.715,608,585,390,17,0,1,12,4,28,18.6,4,1755,0,1,3
P01213,93,15,0.592,0,869,1609,7,2,5,9,5,14,24.3,6,522,0,200,0
P01214,1,43,0.441,62,620,3050,97,1,6,16,13,27,0,5,287,30,50,14
P01215,168,14,0.495,20,687,2075,67,1,7,18,13,13,79.3,8,857,3,83,0
P01216,1163,80,0.686,280,313,255,5,0,1,11,1,17,117.6,1,0,102,10,5
P01217,2010,99,0.898,5,10,501,8,1,0,14,4,22,178.7,5,148,0,30,6
P01218,607,80,0.742,55,10,633,14,0,0,7,3,24,109.8,0,0,92,35,4
P01219,94,20,0.325,34,6,3221,19,0,1,10,10,29,5.0,5,997,7,126,0
P01220,1041,48,0.656,390,1888,162,1,1,1,16,1,18,17.5,7,2195,79,25,9
P01221,1036,45,0.821,390,10,163,40,0,1,9,0,23,122.3,7,455,0,44,0
P01222,1168,0,0.726,229,398,349,0,1,1,7,4,29,126.9,12,1324,121,27,4
P01223,109,56,0.383,157,580,1598,51,2,5,14,30,30,57.1,17,476,44,52,2
P01224,65,28,0.352,94,0,1601,72,2,3,14,14,30,0,17,539,0,183,5
P01225,1076,83,0.799,94,1191,783,18,0,1,9,5,17,94.4,4,1195,83,4,4
P01226,1460,71,0.886,622,3139,533,7,1,0,4,0,25,121.2,0,2448,31,0,18
P01227,744,44,1,5,103,365,18,1,1,11,4,24,80.7,0,1105,159,29,7
P01228,676,94,0.615,312,1363,637,15,1,2,7,1,21,64.0,6,4034,48,22,20
P01229,708,37,0.721,451,1017,220,19,1,2,5,0,30,99.7,8,602,186,46,0
P01230,60,45,0.318,0,593,1941,61,1,6,8,9,21,15.8,3,295,6,52,0
P01231,2123,108,0.785,5,913,59,5,0,1,14,9,29,136.0,1,1240,1,42,1
P01232,11,20,0.393,0,0,1417,14,1,4,23,14,27,4.4,4,0,11,38,0
P01233,767,128,0.738,217,1869,276,13,0,1,4,1,17,88.6,3,588,112,37,5
P01234,1505,101,0.749,617,464,568,8,0,1,10,2,28,61.3,9,0,194,34,7
P01235,1139,35,0.412,120,130,15,13,0,2,11,6,29,33.5,0,376,315,31,0
P01236,1,19,0.258,95,0,30,33,1,6,11,11,13,0,3,0,0,106,1
P01237,129,17,0.311,7,750,133,6,2,4,10,7,17,15.1,13,292,1,92,0
P01238,89,21,0.619,93,648,1679,60,2,2,16,11,29,98.6,8,164,29,141,6
P01239,396,61,0.732,448,1674,1045,26,0,2,9,1,20,63.4,5,415,96,53,3
P01240,67,43,0.579,43,306,998,58,0,4,11,10,20,58.4,8,326,72,76,0
P01241,1079,111,1,563,591,548,2,0,1,13,2,21,22.4,2,850,100,0,7
P01242,1558,74,0.716,696,10,152,9,1,2,9,1,22,69.5,0,70,0,23,2
P01243,907,92,0.786,5,431,237,0,1,2,10,6,27,2.1,9,481,340,22,11
P01244,231,29,0.054,69,281,1359,27,0,7,20,15,20,54.1,8,693,43,132,0
P01245,1495,19,0.95,598,1477,591,10,1,0,13,5,23,35.7,1,786,167,23,14
P01246,1,31,0.712,55,454,380,46,1,6,17,20,22,46.4,6,673,24,46,14
P01247,828,99,0.853,222,720,587,3,2,0,9,1,22,46.4,8,1887,127,56,13
P01248,83,42,0.238,7,397,981,76,0,1,6,8,25,63.2,5,0,29,100,1
P01249,17,9,0.451,17,122,1613,54,2,5,10,10,22,47.3,7,484,0,191,12
P01250,1490,151,0.93,247,930,116,0,0,0,12,5,21,58.7,7,918,93,10,11
P01251,141,50,0.496,63,55,1290,35,1,4,14,6,30,70.1,2,243,0,78,16
P01252,115,34,0.419,5,327,1998,22,1,0,18,5,16,60.2,9,805,8,15,0
P01253,31,27,0.483,17,146,455,52,2,4,14,9,19,49.1,14,523,23,96,0
P01254,111,21,0.261,0,602,1630,0,2,6,15,10,23,57.2,7,286,10,226,8
P01255,868,114,0.929,480,2596,15,30,0,0,4,1,14,80.4,5,2739,223,14,8
P01256,1241,167,0.923,178,954,652,11,1,1,10,2,22,118.2,3,2756,319,40,15
P01257,1456,27,0.661,300,1346,276,6,0,0,11,2,21,15.5,5,1738,253,13,6
P01258,1429,100,0.628,256,806,1095,14,1,1,13,5,20,51.4,2,1066,203,0,0
P01259,126,21,0.311,31,167,1009,36,1,6,14,7,30,43.7,16,550,30,75,1
P01260,1863,67,0.512,439,884,101,34,0,2,11,4,30,62.7,0,2021,141,25,0
P01261,881,66,0.897,392,425,352,8,1,1,11,7,25,159.8,3,0,4,2,7
P01262,1918,93,0.73,590,410,250,7,0,0,6,2,30,18.6,0,755,8,21,11
P01263,1379,117,0.806,5,220,665,11,0,1,8,0,26,54.4,0,481,260,40,6
P01264,122,37,0.522,36,50,2122,55,1,3,16,19,21,31.0,12,212,28,37,4
P01265,40,79,0.805,88,184,30,34,2,1,17,6,26,12.9,14,165,12,115,5
P01266,1768,98,0.649,358,10,806,0,2,1,11,0,16,57.4,5,2996,69,1,17
P01267,83,53,0.319,5,506,1771,52,1,2,15,0,21,0,7,0,26,0,5
P01268,1572,82,0.763,241,1687,31,17,1,1,9,3,22,78.7,3,655,99,0,9
P01269,699,33,0.673,408,747,198,22,0,2,11,3,30,100.9,6,623,219,39,0
P01270,221,1,0.453,52,513,2210,7,3,3,17,8,22,29.3,9,292,0,85,0
P01271,1208,36,0.92,215,1082,492,15,0,2,7,0,19,127.3,0,763,19,27,6
P01272,1274,100,0.642,885,10,553,28,0,2,8,3,27,86.0,3,989,3,34,0
P01273,48,3,0.371,0,831,1481,16,1,5,13,11,30,43.6,4,666,17,105,0
P01274,83,49,0.5,89,70,1046,60,2,4,17,8,24,48.5,4,628,19,16,20
P01275,909,83,0.925,154,2219,351,0,2,1,9,6,30,118.7,4,1732,338,28,12
P01276,1,36,0.296,43,113,678,30,2,7,11,11,22,47.1,13,704,22,0,0
P01277,236,47,0.45,87,936,2732,45,4,4,14,5,30,33.0,14,408,6,51,4
P01278,751,109,1,85,699,462,11,1,0,13,0,14,75.2,1,564,321,25,8
P01279,265,2,0.506,73,179,724,47,1,0,11,2,15,70.6,0,268,0,63,0
P01280,1499,36,0.694,99,10,631,9,0,1,7,3,18,78.6,1,232,0,11,11
P01281,1050,148,0.751,378,10,723,22,1,0,8,2,15,0,0,1370,237,52,22
P01282,1,17,0.259,27,171,817,54,3,3,12,17,30,44.4,22,0,0,79,0
P01283,219,14,0.182,145,107,1552,31,2,6,16,6,18,26.0,11,175,17,79,12
P01284,116,13,0.428,18,0,1865,6,3,6,24,8,16,19.3,10,119,0,27,10
P01285,1496,64,0.989,497,225,273,9,0,1,8,5,22,140.8,2,1409,71,3,0
P01286,115,32,0.332,68,29,1404,54,2,7,18,12,22,3.8,5,117,46,24,12
P01287,672,106,0.8,174,1837,448,20,1,0,8,4,24,82.6,7,307,106,2,21
P01288,139,18,0.515,146,237,1718,34,4,5,12,5,16,75.1,3,0,39,69,6
P01289,728,34,0.699,51,2148,475,3,0,1,7,3,15,159.6,0,1328,9,42,1
P01290,151,46,0.544,370,80,438,13,1,0,13,2,20,0,6,1457,126,42,3
P01291,111,24,0.627,0,118,1474,31,1,5,11,18,29,20.5,2,20,11,85,12
P01292,568,62,0.671,255,331,1290,20,0,2,8,0,15,54.5,0,177,269,36,14
P01293,291,140,1,319,146,947,13,2,1,13,2,24,54.6,6,2271,291,38,12
P01294,1,43,0.486,0,232,2192,68,3,4,10,13,25,2.7,20,0,22,124,0
P01295,1414,60,0.58,448,231,15,18,1,0,12,1,23,50.8,11,1715,296,13,5
P01296,171,11,0.395,88,798,3247,32,2,1,19,13,29,24.4,19,436,71,64,13
P01297,1420,108,0.92,254,497,15,0,0,0,10,3,26,94.2,7,1025,147,16,5
P01298,164,33,0.344,25,992,2078,42,0,2,17,5,30,0.2,29,97,0,65,10
P01299,938,103,0.397,396,226,509,4,0,2,8,4,28,0,7,846,184,24,2
P01300,81,0,0.658,108,212,30,49,0,7,14,20,30,14.4,11,403,0,101,0
P01301,298,78,0.637,5,10,331,22,0,0,14,7,30,9.1,6,1551,63,15,6
P01302,190,0,0.397,0,331,398,10,2,0,16,13,29,53.1,3,167,4,129,18
P01303,188,0,0.398,69,0,1494,56,1,7,11,12,13,19.5,4,0,25,47,3
P01304,1241,60,0.595,225,751,79,0,1,1,11,10,30,72.8,2,1496,76,15,13
P01305,1200,83,0.854,534,1510,134,18,1,0,10,3,26,43.3,0,684,96,23,2
P01306,1424,158,0.946,73,10,908,15,1,1,8,6,27,94.1,5,1120,136,39,8
P01307,1040,34,0.819,59,136,33,16,1,2,11,2,19,113.0,0,1158,185,0,6
P01308,96,39,0.323,36,382,1940,33,2,4,14,15,23,6.8,15,0,0,159,0
P01309,1823,157,0.734,471,804,981,11,0,1,17,1,20,131.7,7,454,9,3,10
P01310,175,48,0.469,60,0,2026,55,1,4,14,7,23,60.1,8,536,6,9,0
P01311,1284,39,0.606,344,1631,1486,22,0,1,10,7,25,117.4,6,96,55,5,7
P01312,811,67,0.643,248,1255,812,16,0,0,11,2,13,72.5,2,770,88,21,2
P01313,248,36,0.621,66,357,1386,16,1,5,10,10,20,43.5,8,5,21,73,0
P01314,1884,149,0.845,222,709,1573,20,1,2,17,6,21,41.6,6,1240,0,22,9
P01315,1423,74,0.797,74,1084,732,17,1,0,12,2,17,85.0,4,1797,0,18,2
P01316,866,132,0.773,349,1050,141,19,2,0,14,1,20,0,5,393,250,2,11
P01317,1,0,0.553,59,69,1353,93,0,3,21,14,25,12.2,8,0,37,107,6
P01318,1733,83,0.548,151,1026,724,14,0,1,15,4,17,86.8,6,1109,75,0,0
P01319,1116,72,0.61,657,750,1033,12,1,1,13,7,30,144.3,12,641,98,0,7
P01320,217,19,0.53,58,264,801,14,3,6,13,19,27,77.4,12,997,50,93,5
P01321,42,9,0.311,0,134,842,54,0,6,17,12,24,27.6,14,38,21,127,0
P01322,633,26,0.824,278,426,499,35,0,2,11,7,30,0,3,827,52,14,12
P01323,108,33,0.368,36,0,1475,34,2,4,18,9,20,53.0,13,352,0,91,2
P01324,60,24,0.704,27,423,1360,15,2,7,12,10,24,55.9,6,95,20,26,0
P01325,1,38,0.434,0,0,1857,0,3,8,22,6,25,9.2,10,143,1,42,4
P01326,703,92,0.626,333,1075,911,23,0,1,14,3,30,74.6,3,1094,0,7,2
P01327,800,62,0.964,218,2077,884,0,0,0,6,2,17,80.7,5,0,159,24,0
P01328,900,121,0.873,631,1430,440,16,1,0,11,3,16,154.4,4,898,110,41,0
P01329,110,40,0.424,119,210,3603,27,0,6,17,5,22,78.1,9,197,33,185,0
P01330,10,20,0.548,0,431,2171,40,3,6,12,5,24,0,0,618,40,6,0
P01331,1319,45,0.747,618,1729,983,4,0,1,13,2,15,160.3,4,0,81,42,0
P01332,4,35,0.461,25,0,248,35,2,3,18,10,25,60.3,17,0,44,63,10
P01333,118,62,0.559,44,424,1451,73,3,3,13,28,28,62.4,6,424,63,59,4
P01334,221,168,0.84,272,749,925,2,0,0,12,5,22,67.0,3,2530,131,0,2
P01335,1129,82,0.681,163,562,763,4,0,0,10,5,27,108.3,3,1067,23,6,0
P01336,1286,49,0.899,221,1473,196,15,0,0,8,2,22,90.0,8,1288,215,17,0
P01337,1,11,0.372,0,473,2440,19,1,2,14,5,13,36.4,5,216,11,129,1
P01338,1570,155,0.538,81,337,785,0,0,3,11,5,22,173.7,9,2108,117,0,12
P01339,269,38,0.297,139,866,258,44,1,1,10,13,20,90.5,13,23,0,102,0
P01340,278,69,0.907,78,1120,514,10,0,2,14,3,11,62.4,1,2077,182,12,4
P01341,70,26,0.635,80,0,762,49,0,4,17,7,18,8.4,13,192,0,143,13
P01342,743,55,1,226,764,786,0,0,1,14,4,27,117.7,5,941,161,43,9
P01343,55,99,0.759,5,874,1110,11,0,2,12,6,24,106.1,6,0,10,0,5
P01344,568,62,0.883,445,135,467,21,0,1,12,5,29,42.3,4,2322,104,9,19
P01345,1,0,0.423,23,186,1098,53,3,7,11,12,18,30.3,12,54,5,177,1
P01346,1,15,0.628,62,0,2304,67,1,5,16,4,13,0,9,454,53,135,0
P01347,1081,37,0.741,503,172,873,8,0,1,8,2,16,60.6,2,0,126,0,1
P01348,1193,111,0.645,268,489,211,4,0,1,6,4,29,18.3,5,181,35,9,0
P01349,1516,77,1,491,1977,787,17,0,2,13,5,29,56.7,9,1004,211,37,13
P01350,46,26,0.562,99,0,1255,56,0,4,11,9,18,0,15,570,9,207,0
P01351,28,24,0.186,55,1106,834,45,3,1,20,11,23,35.4,7,0,23,53,14
P01352,1,21,0.329,69,124,1178,30,4,3,9,21,28,22.1,12,209,47,81,0
P01353,891,12,0.699,345,1117,618,25,0,3,9,3,17,0,4,0,0,28,3
P01354,1532,89,0.849,250,101,797,25,0,0,7,7,29,133.7,8,1122,281,18,0
P01355,847,94,0.501,375,1560,811,15,1,2,17,2,23,101.9,0,2224,186,16,1
P01356,855,55,0.956,89,1373,191,10,0,1,12,4,30,61.7,8,3263,106,10,0
P01357,192,12,0.362,103,934,1757,94,2,6,11,18,25,84.4,12,0,23,41,4
P01358,1170,72,0.872,314,1668,329,20,1,1,10,2,30,109.8,0,1912,0,20,8
P01359,873,63,0.597,970,328,424,16,0,2,9,2,26,87.5,4,603,46,2,6
P01360,60,53,0.768,68,549,2765,46,1,4,10,8,23,0,5,102,0,115,1
P01361,1543,35,0.945,5,10,657,1,0,0,11,5,27,77.5,7,2057,211,43,6
P01362,72,61,0.602,61,524,1880,31,2,5,12,10,22,28.5,12,53,0,61,0
P01363,890,132,0.388,421,1415,1180,0,1,1,13,1,23,100.7,6,133,239,15,12
P01364,1602,67,0.558,402,10,15,0,0,2,14,2,21,83.8,3,0,101,0,6
P01365,1218,124,1,389,963,15,22,1,0,12,1,12,83.0,3,840,115,6,9
P01366,1586,97,0.858,525,1677,76,10,1,2,10,5,19,87.6,3,439,30,10,11
P01367,847,83,0.617,349,1017,583,0,0,0,10,6,19,164.2,4,1347,240,0,4
P01368,24,36,0.566,0,404,2120,47,2,5,14,13,29,5.5,14,0,29,148,4
P01369,160,45,0.363,0,248,1743,64,0,8,12,4,27,0,24,395,32,0,0
P01370,82,70,0.519,46,877,30,38,0,5,9,11,17,66.2,14,0,19,0,0
P01371,30,56,0.721,393,146,113,8,0,0,9,1,17,77.5,0,2361,30,49,3
P01372,609,101,0.84,342,10,1088,2,1,2,12,4,30,123.2,1,155,47,29,12
P01373,54,34,0.895,34,44,1197,7,1,0,7,5,30,116.2,3,1612,183,17,14
P01374,434,96,0.887,70,288,756,27,0,0,10,7,30,37.7,5,1403,79,12,10
P01375,91,20,0.251,0,471,1090,22,1,0,14,16,28,7.1,15,533,0,127,4
P01376,1238,44,0.78,443,10,644,15,1,0,7,1,7,99.8,1,251,180,2,4
P01377,1683,106,0.596,342,103,871,13,1,0,11,1,7,0,0,941,187,59,4
P01378,30,123,0.786,113,10,1183,0,1,0,11,2,17,77.7,3,2016,192,4,3
P01379,71,32,0.242,72,792,1163,19,4,3,16,7,27,39.3,27,471,9,162,0
P01380,1007,107,0.757,307,894,167,19,1,2,4,1,15,110.2,3,1744,0,22,7
P01381,129,41,0.02,0,515,759,0,3,5,19,15,30,21.3,12,126,17,133,7
P01382,30,67,0.755,421,1799,146,21,0,0,11,4,22,71.7,0,1058,60,11,7
P01383,307,52,0.121,29,0,1026,33,2,2,12,7,17,2.7,5,521,0,95,9
P01384,1131,43,0.893,302,420,1015,8,0,2,13,3,27,84.6,10,331,96,5,8
P01385,978,70,0.863,5,10,467,7,0,1,10,2,23,134.9,3,455,277,19,12
P01386,2079,82,0.715,557,25,300,21,0,1,13,2,6,61.8,2,313,178,22,12
P01387,1196,88,0.96,138,358,149,15,0,1,6,5,30,61.3,4,238,53,39,9
P01388,1505,83,0.891,5,427,550,0,0,1,6,4,29,103.9,0,1042,14,0,7
P01389,190,19,0.405,41,0,1824,84,1,4,15,10,23,30.6,1,48,27,98,0
P01390,112,38,0.502,89,538,826,45,1,6,17,12,30,6.9,24,0,24,14,2
P01391,140,67,0.23,49,838,1859,8,3,3,18,3,14,55.8,3,61,70,98,9
P01392,1,41,0.193,53,0,821,50,3,0,13,19,30,73.4,13,673,0,0,0
P01393,547,153,0.814,172,1579,1157,21,0,2,15,0,27,90.7,5,744,193,14,11
P01394,1378,68,0.512,581,741,680,6,0,2,6,1,24,32.2,4,1485,57,36,7
P01395,1019,89,0.82,328,1057,551,0,1,1,5,5,22,69.0,6,712,88,10,0
P01396,1273,54,0.681,239,1551,212,12,1,0,10,5,24,66.6,7,345,22,7,2
P01397,138,117,0.545,316,997,747,14,0,2,10,2,10,68.6,4,71,2,49,6
P01398,610,54,0.667,372,215,162,19,1,1,13,5,28,50.0,5,1455,243,12,7
P01399,575,94,0.926,241,2039,15,4,0,1,6,0,16,61.4,1,2496,212,37,6
P01400,263,98,0.78,504,1553,600,26,0,1,9,2,23,122.1,7,1663,0,45,21
P01401,861,51,0.677,5,492,586,9,0,2,11,3,10,70.7,3,399,0,58,5
P01402,214,75,0.773,5,594,564,28,1,2,8,2,19,101.7,3,1137,141,26,8
P01403,1501,84,0.826,5,1055,573,0,0,0,13,2,17,148.7,4,1035,208,15,9
P01404,23,40,0.602,48,317,1528,20,1,3,14,17,29,81.4,24,240,13,128,0
P01405,1153,101,0.734,482,1778,942,15,0,3,10,0,27,143.7,5,0,76,35,13
P01406,116,77,0.878,105,1013,568,13,0,2,15,4,23,125.9,0,1206,133,21,7
P01407,1231,68,0.711,184,601,567,2,1,1,8,3,21,90.7,0,2014,72,20,9
P01408,514,63,0.917,54,766,195,5,1,1,13,5,20,88.7,8,1392,122,0,3
P01409,1588,36,0.687,320,713,814,11,1,3,5,6,27,63.3,3,1267,63,29,4
P01410,693,0,0.726,33,1538,379,28,1,0,7,0,17,97.1,4,1468,90,0,1
P01411,1733,121,0.797,437,1359,78,2,0,0,10,2,29,127.8,5,1316,0,32,0
P01412,176,103,0.546,80,0,1748,64,1,5,13,20,29,44.5,29,898,15,57,0
P01413,93,52,0.683,45,468,1040,31,1,8,15,13,29,0,21,0,0,204,0
P01414,175,0,0.02,88,179,824,9,2,5,10,7,15,17.2,11,319,25,85,0
P01415,148,20,0.279,107,603,1560,54,3,4,14,9,18,35.6,4,0,27,33,0
P01416,1424,89,0.833,437,914,442,8,1,1,13,2,22,57.7,0,1840,296,5,8
P01417,437,106,0.422,220,1002,680,0,0,0,7,4,19,16.9,5,0,0,0,14
P01418,1187,135,0.455,250,1571,498,32,0,1,8,4,18,90.1,4,1118,130,0,4
P01419,86,30,0.351,0,682,443,45,3,4,12,13,30,58.0,18,88,16,83,9
P01420,1689,30,0.745,473,1590,1049,0,2,1,13,7,23,26.9,0,2452,0,56,9
P01421,2117,142,0.963,319,1194,354,31,1,1,10,4,29,85.9,4,992,241,13,11
P01422,1462,75,0.766,310,10,410,22,0,1,13,2,24,51.8,3,0,0,14,3
P01423,837,99,0.629,241,1026,1040,0,0,1,7,2,12,120.1,3,61,64,0,14
P01424,1199,48,0.841,5,1040,555,16,1,1,16,4,18,47.6,0,739,26,35,3
P01425,742,117,0.625,49,2458,289,4,0,2,13,0,24,29.6,5,910,0,0,4
P01426,947,38,0.589,275,1627,242,0,0,0,9,5,30,56.4,6,2269,166,10,5
P01427,1628,122,0.667,478,962,15,13,0,3,13,3,15,31.6,0,1620,281,16,16
P01428,14,45,0.455,138,746,94,36,0,5,13,15,19,7.0,8,360,0,57,5
P01429,1878,59,0.851,408,86,501,2,2,3,9,0,30,123.6,0,0,210,1,0
P01430,1309,95,1,230,1147,690,2,1,0,12,2,22,135.1,0,1843,103,5,1
P01431,728,99,0.86,147,1648,632,0,1,1,12,1,19,112.3,3,1234,73,14,6
P01432,1291,75,0.755,12,10,846,0,0,0,6,4,21,178.1,7,321,128,15,3
P01433,446,13,0.654,178,1246,1162,14,0,1,8,4,17,75.4,0,1660,172,19,4
P01434,434,58,0.826,220,10,77,0,0,2,11,3,24,118.2,5,1937,141,0,0
P01435,866,42,0.677,176,169,22,27,0,2,9,3,21,0,0,549,0,26,0
P01436,2075,26,0.912,232,10,551,8,2,1,13,2,9,38.4,1,2059,126,12,0
P01437,1,31,0.294,72,602,2946,15,1,6,19,12,20,12.8,7,554,49,30,0
P01438,131,14,0.49,41,278,1108,72,1,4,18,9,21,40.1,5,194,35,197,18
P01439,370,132,0.8,396,685,307,9,0,1,6,2,24,88.2,7,1453,75,7,17
P01440,40,15,0.701,0,156,392,60,1,2,14,23,30,26.2,13,639,19,163,11
P01441,1282,92,0.685,5,713,851,27,0,2,10,3,23,136.9,5,479,0,7,9
P01442,1108,61,0.844,67,135,149,13,2,1,10,0,14,69.4,2,768,143,2,15
P01443,115,12,0.466,72,53,1202,58,0,5,17,16,22,48.4,0,663,0,124,3
P01444,1541,86,0.697,560,658,218,27,1,0,4,1,6,8.6,0,975,132,2,1
P01445,905,125,0.795,5,224,443,0,0,1,9,5,23,70.8,7,223,0,0,6
P01446,749,134,0.668,5,2110,236,6,0,2,8,5,26,133.1,4,0,160,47,6
P01447,10,3,0.445,0,342,502,15,0,0,8,7,30,58.8,5,333,0,95,7
P01448,166,17,0.456,0,47,1151,41,1,5,12,4,25,106.2,11,0,13,182,5
P01449,639,95,0.792,189,562,257,17,0,0,7,3,17,113.4,2,391,292,40,5
P01450,1036,124,0.912,257,859,1360,25,1,1,10,2,14,115.2,0,1765,147,34,0
P01451,111,35,0.303,32,0,3069,37,2,5,11,6,26,16.4,17,758,42,46,4
P01452,1337,88,0.695,5,10,683,18,1,2,10,2,19,100.7,5,700,172,5,0
P01453,91,81,0.588,91,262,1455,20,1,4,15,11,25,57.5,8,98,40,35,0
P01454,668,62,0.647,5,1393,1461,22,0,0,12,1,28,123.7,0,549,9,25,19
P01455,259,17,0.69,515,1593,15,2,0,0,11,0,6,33.8,0,1056,0,0,8
P01456,712,114,0.989,5,1267,294,1,1,0,12,2,12,149.8,2,979,0,20,0
P01457,977,85,0.65,441,141,299,16,1,1,7,3,22,6.2,5,0,266,50,13
P01458,725,74,0.67,5,467,1169,12,1,2,8,3,24,100.1,2,144,96,0,0
P01459,122,42,0.519,56,508,1480,76,0,3,15,8,19,1.0,7,170,16,92,8
P01460,133,13,0.251,0,0,1268,0,2,2,15,7,30,0,19,772,0,12,4
P01461,34,41,0.193,0,233,1186,69,3,6,17,6,15,98.1,3,342,44,177,0
P01462,1188,7,0.667,46,551,628,5,1,2,15,6,27,39.2,7,929,286,11,0
P01463,1335,82,0.517,427,1507,344,24,0,1,12,1,18,95.0,2,2995,17,22,7
P01464,222,0,0.178,0,203,2875,19,0,3,16,9,30,0,15,263,39,65,14
P01465,29,24,0.499,43,9,1427,18,2,6,13,13,19,97.0,12,395,19,0,7
P01466,237,64,0.66,287,270,1012,16,1,1,10,3,25,92.2,8,3096,94,15,3
P01467,1441,19,0.858,5,1026,292,27,1,2,12,0,25,83.0,0,2928,294,38,10
P01468,1350,89,0.719,305,1488,1252,10,1,1,9,8,24,57.8,1,1537,46,32,10
P01469,1198,78,0.68,818,658,281,24,1,1,10,5,30,103.4,5,736,103,23,14
P01470,1024,79,0.565,5,2460,573,13,0,1,12,5,22,70.6,2,1526,29,42,1
P01471,1688,75,0.868,213,276,889,14,0,3,8,2,11,8.5,1,2137,225,0,1
P01472,1625,111,0.836,469,1697,238,19,1,1,8,2,14,145.4,4,1074,192,13,1
P01473,46,1,0.292,26,188,1715,84,1,6,14,10,30,82.8,15,222,30,217,10
P01474,362,100,0.856,475,281,811,3,1,0,7,0,12,98.0,5,0,144,0,10
P01475,449,117,0.755,667,856,699,18,0,0,14,1,11,0,2,2773,124,21,14
P01476,2235,95,0.473,576,10,538,0,1,0,12,1,27,160.5,1,0,7,0,2
P01477,38,8,0.375,57,109,1514,59,0,2,16,12,27,39.9,15,0,73,87,5
P01478,7,61,0.74,37,585,1435,27,2,3,11,20,30,48.0,11,384,3,152,0
P01479,138,19,0.439,85,373,1363,37,3,8,15,7,19,4.5,2,53,26,127,6
P01480,29,35,0.208,43,679,2852,28,2,6,13,17,30,0.1,6,967,26,83,11
P01481,144,29,0.732,63,364,1631,0,2,3,14,12,30,51.0,7,162,18,105,15
P01482,901,105,0.689,222,867,707,18,0,2,9,1,26,133.5,6,778,67,0,0
P01483,1118,143,0.455,535,1624,278,0,0,0,5,5,27,112.1,7,527,149,13,4
P01484,1006,60,0.746,699,10,371,0,0,0,12,0,15,58.4,7,1129,223,18,18
