Gender,Distance,YearsWorked,HireDate,PreviousSalary,Salary,DepartmentCode
1,~20miles,10,2006-04-30,56K,58K,5
1,~10miles,6,2004-07-10,56K,57K,1
0,~15miles,7,2001-06-16,59K,60K,3
0,~15miles,4,2004-02-17,60K,62K,6
1,~10miles,7,2011-12-24,64K,65K,3
0,<5mile,6,2014-11-09,62K,65K,2
1,~10miles,4,2004-06-25,60K,61K,5
0,~10miles,5,1999-02-18,56K,57K,6
0,~10miles,6,2006-10-12,57K,59K,5
0,~15miles,11,2002-08-15,51K,52K,6
0,<5mile,6,2009-02-12,51K,53K,5
1,~15miles,8,2012-09-19,60K,64K,1
1,~20miles,9,2001-02-04,50K,52K,1
1,~20miles,7,2001-11-27,56K,57K,5
1,~15miles,7,2014-07-26,55K,56K,6
0,>30miles,9,1999-03-31,60K,61K,2
0,>30miles,9,2005-04-30,64K,66K,1
0,~10miles,8,2009-07-13,60K,63K,1
0,<5mile,9,2000-10-19,60K,61K,6
0,~20miles,9,2009-01-19,57K,59K,1
0,<5mile,5,2009-01-12,63K,65K,2
0,~15miles,4,2010-08-21,61K,62K,1
0,~20miles,7,1999-09-07,56K,58K,2
1,>30miles,3,2008-07-02,63K,66K,3
1,~10miles,4,2010-04-04,59K,59K,3
1,~10miles,7,2012-02-03,66K,68K,5
0,~15miles,10,2012-01-29,59K,61K,5
0,~15miles,9,2008-01-04,59K,61K,5
0,<5mile,7,2010-06-26,54K,55K,2
0,>30miles,5,2004-12-31,59K,61K,2
1,<5mile,7,1999-11-21,62K,63K,5
0,~10miles,8,2012-06-10,55K,57K,6
1,~15miles,8,2011-09-14,65K,67K,6
1,<5mile,7,2003-08-12,66K,70K,1
0,~10miles,9,2006-09-20,55K,56K,1
0,~15miles,6,2015-07-14,61K,61K,5
0,>30miles,6,2016-12-14,53K,55K,6
0,~10miles,6,2016-03-03,60K,63K,2
1,~10miles,6,2001-07-27,62K,64K,2
1,~15miles,10,1999-12-04,58K,61K,6
0,>30miles,7,2013-03-18,61K,65K,2
0,~15miles,9,2013-03-23,59K,61K,6
0,~10miles,9,1999-12-06,63K,64K,6
1,~15miles,4,2003-03-22,59K,60K,3
1,~20miles,5,2002-10-31,59K,61K,5
0,<5mile,8,2000-02-05,59K,61K,2
0,<5mile,8,2002-06-28,57K,59K,6
0,~10miles,7,2014-01-21,60K,61K,6
0,~10miles,6,2014-03-06,60K,63K,3
0,~20miles,10,2007-09-24,59K,62K,1
1,~10miles,10,2011-03-20,59K,60K,6
1,~10miles,8,2011-03-09,57K,59K,2
0,~20miles,3,2003-05-19,60K,63K,5
0,~10miles,6,2012-07-30,57K,61K,5
0,~15miles,3,2013-01-29,61K,63K,7
0,~10miles,5,2017-09-16,59K,61K,6
0,~10miles,12,2007-09-17,57K,59K,2
0,>30miles,8,2004-06-28,58K,60K,6
1,~20miles,5,1999-06-17,64K,67K,5
1,>30miles,7,2003-12-29,58K,62K,3
0,~15miles,7,2013-02-15,56K,57K,1
0,~15miles,4,2000-04-07,55K,57K,1
0,<5mile,4,2007-01-19,55K,57K,7
1,~20miles,5,2012-09-23,55K,57K,5
0,~10miles,10,2001-08-03,60K,62K,5
0,~15miles,8,1999-08-08,64K,65K,7
1,~10miles,5,2012-06-17,65K,66K,5
0,~20miles,7,2007-07-02,50K,50K,2
1,~15miles,6,2014-09-30,58K,59K,7
1,~20miles,10,2002-08-18,58K,60K,1
0,~10miles,7,2007-04-11,59K,61K,3
1,~15miles,7,2000-07-01,61K,62K,6
1,>30miles,6,2013-12-23,60K,62K,1
0,~15miles,6,2011-01-18,59K,61K,1
1,<5mile,5,2005-04-18,59K,61K,5
0,~10miles,7,2007-12-20,61K,63K,3
0,~10miles,11,2002-07-29,63K,65K,2
0,~15miles,5,2005-08-12,58K,60K,7
0,~10miles,7,2003-03-04,61K,65K,2
0,~10miles,7,2004-03-05,61K,63K,6
0,~20miles,6,2013-09-27,59K,61K,3
0,~10miles,7,2012-10-18,59K,60K,1
0,~15miles,9,2010-03-11,58K,61K,2
0,<5mile,9,2009-03-11,67K,68K,2
0,~20miles,8,2011-03-08,56K,58K,1
1,~15miles,9,2010-05-05,62K,64K,5
0,~20miles,7,2008-12-06,62K,63K,6
0,>30miles,6,2001-02-27,64K,65K,2
0,~20miles,6,2013-01-31,59K,60K,5
0,<5mile,11,2005-11-30,59K,63K,2
1,<5mile,7,2005-07-20,56K,58K,7
0,~10miles,8,2009-09-19,61K,62K,1
0,>30miles,5,2008-06-04,54K,56K,3
1,~15miles,7,2005-10-28,61K,63K,3
0,~15miles,7,2011-08-05,56K,58K,7
0,~15miles,7,2001-07-20,62K,66K,5
0,~15miles,8,2006-11-10,58K,59K,7
1,~10miles,4,2010-03-28,59K,62K,6
0,<5mile,9,2001-11-21,60K,61K,1
1,~10miles,9,2011-02-24,58K,60K,7
0,>30miles,6,2016-12-06,56K,57K,3
0,~15miles,4,2017-03-04,61K,63K,2
0,~10miles,5,2012-01-30,59K,61K,1
0,~10miles,7,2004-01-31,56K,57K,2
1,~15miles,8,2006-10-03,59K,61K,2
1,~20miles,3,1999-02-26,59K,60K,2
1,~15miles,9,1999-01-31,60K,60K,1
0,~15miles,1,2017-12-12,59K,61K,1
0,~20miles,6,2016-01-21,64K,67K,1
0,~10miles,9,2002-05-24,60K,61K,1
1,~15miles,6,2011-12-04,57K,59K,7
0,~20miles,8,1999-12-04,62K,63K,1
0,~15miles,7,1999-06-12,60K,62K,2
0,~10miles,4,2011-03-19,57K,59K,6
0,~15miles,8,2002-10-20,61K,62K,5
0,~15miles,8,2009-07-24,64K,66K,2
0,<5mile,5,2017-04-07,61K,64K,5
1,<5mile,10,2005-10-09,58K,61K,6
0,~20miles,8,2001-09-19,55K,56K,3
0,~15miles,8,2001-07-19,63K,64K,5
1,~20miles,6,2014-04-29,58K,59K,7
1,~15miles,5,2002-08-28,56K,57K,3
1,~20miles,6,2001-08-26,59K,60K,1
0,~20miles,7,2012-06-11,54K,55K,5
0,>30miles,9,2011-05-27,63K,64K,7
0,~10miles,10,2010-12-08,64K,67K,2
0,~10miles,6,2007-07-14,61K,64K,6
0,~20miles,7,2000-08-19,63K,64K,5
0,~20miles,5,2001-01-11,65K,66K,3
0,~20miles,6,2014-09-19,62K,63K,1
1,<5mile,9,2012-12-01,60K,63K,1
0,~10miles,8,2014-05-06,62K,63K,6
1,~20miles,5,2007-03-22,62K,64K,3
0,~15miles,7,2005-01-21,62K,65K,3
1,~15miles,7,2009-09-19,62K,64K,3
1,~10miles,6,2008-06-12,66K,69K,6
0,~20miles,8,2002-12-08,61K,62K,5
0,~10miles,6,2002-02-27,61K,63K,7
0,~10miles,5,2000-08-26,59K,60K,3
1,~15miles,7,2006-03-24,63K,66K,3
0,~10miles,6,2007-01-18,63K,66K,7
0,>30miles,6,2002-11-17,61K,63K,7
1,<5mile,8,2012-10-11,56K,58K,1
0,~20miles,7,2009-03-06,60K,61K,5
0,~10miles,9,2009-05-09,63K,64K,6
0,~20miles,6,2015-12-07,63K,65K,1
1,~10miles,7,2014-11-27,58K,59K,7
0,<5mile,8,2012-07-26,58K,60K,2
0,~20miles,8,2005-09-07,65K,67K,3
0,~15miles,10,2002-06-17,63K,65K,6
0,~15miles,7,1999-03-25,58K,60K,6
0,~20miles,4,2017-08-20,58K,61K,5
0,~10miles,9,2003-05-15,60K,61K,1
0,~20miles,9,2012-10-13,58K,59K,5
1,~20miles,7,2010-05-25,65K,67K,6
0,>30miles,7,2014-10-19,61K,62K,2
1,~10miles,5,2010-12-11,58K,60K,3
0,~15miles,6,2009-07-16,56K,57K,2
0,~10miles,8,2013-11-16,60K,61K,2
0,~10miles,5,1999-06-20,63K,66K,5
1,~15miles,8,2008-02-02,61K,63K,6
0,<5mile,8,2003-03-01,60K,62K,1
0,~10miles,10,2009-12-02,58K,59K,6
0,~15miles,8,2000-08-02,54K,57K,1
0,~20miles,7,2009-11-06,57K,59K,1
1,>30miles,6,2003-04-14,59K,63K,7
0,>30miles,3,2004-03-16,61K,63K,2
0,~15miles,5,2002-12-04,59K,60K,7
1,>30miles,7,2001-02-03,57K,59K,7
0,~10miles,9,2000-11-03,61K,63K,6
0,>30miles,8,2001-01-31,59K,60K,3
1,~15miles,9,2013-08-16,63K,66K,7
0,~15miles,10,2008-05-17,58K,61K,5
0,~15miles,8,2005-01-10,64K,66K,6
1,~10miles,8,2013-12-18,57K,60K,6
0,~10miles,4,2013-06-10,57K,60K,1
0,~10miles,5,2004-08-28,60K,61K,7
1,~20miles,7,2002-06-12,56K,59K,6
0,~15miles,10,2009-11-13,63K,66K,7
0,~15miles,9,2002-05-26,59K,61K,6
0,~15miles,8,2014-01-15,59K,61K,6
1,~15miles,8,2008-11-20,62K,63K,1
1,~15miles,5,2008-02-09,57K,59K,2
0,~20miles,9,2013-11-01,64K,67K,3
1,~15miles,8,2009-01-11,57K,58K,1
0,~10miles,6,2006-07-18,48K,50K,5
0,~10miles,6,2008-05-25,56K,57K,7
0,~20miles,7,2009-04-23,58K,59K,7
0,~15miles,8,2008-11-13,61K,62K,6
1,~10miles,6,2008-12-11,61K,62K,7
0,~15miles,9,1999-10-01,58K,60K,7
1,~10miles,5,2016-05-13,59K,61K,2
0,>30miles,6,2009-08-23,58K,61K,5
1,<5mile,7,2000-11-23,60K,64K,2
1,~20miles,9,2011-01-12,63K,64K,1
0,~20miles,5,2008-02-29,60K,62K,5
1,>30miles,3,2002-11-11,60K,60K,6
1,~20miles,7,2005-04-24,61K,62K,3
1,<5mile,4,1999-02-05,59K,61K,2
0,<5mile,5,2009-11-03,60K,62K,7
1,~15miles,9,2012-06-25,52K,54K,5
0,~10miles,4,2011-03-09,63K,66K,7
0,~15miles,8,2003-12-23,59K,61K,3
1,~15miles,9,2010-07-11,58K,61K,7
1,~10miles,9,2010-10-17,58K,58K,6
0,~15miles,5,2012-02-16,54K,57K,1
0,~10miles,7,2002-09-04,58K,59K,5
1,~10miles,6,2012-07-25,61K,62K,5
1,~15miles,9,2009-09-15,57K,60K,1
1,~10miles,9,2005-03-25,63K,65K,3
0,<5mile,9,2006-05-25,62K,63K,1
0,<5mile,6,2006-05-10,63K,64K,2
0,>30miles,7,2000-05-27,56K,58K,3
0,~15miles,7,2014-11-07,61K,62K,1
0,~20miles,9,2006-07-03,58K,60K,1
0,~20miles,8,2005-05-02,58K,59K,2
0,~10miles,6,2011-09-16,55K,58K,5
0,~10miles,7,2009-07-04,64K,66K,5
1,<5mile,7,2000-11-22,59K,60K,7
1,~15miles,3,2019-02-27,60K,62K,7
0,~10miles,9,2000-05-29,59K,61K,2
0,~10miles,7,2006-01-19,65K,68K,2
0,~10miles,7,2013-06-26,61K,64K,7
0,~15miles,8,2001-04-20,59K,61K,5
1,~10miles,5,2008-07-20,63K,65K,2
1,~15miles,12,2011-01-05,55K,56K,3
1,~10miles,8,2008-08-19,59K,61K,5
0,~10miles,3,2012-08-19,60K,62K,3
0,~10miles,7,2014-08-22,62K,63K,5
1,>30miles,7,2004-09-20,61K,62K,2
1,~20miles,8,2004-02-26,63K,64K,3
0,~15miles,5,2005-11-25,62K,63K,5
0,>30miles,10,2011-09-21,58K,61K,1
0,~10miles,7,2007-02-11,61K,63K,7
1,<5mile,7,1999-12-11,61K,63K,2
1,~15miles,10,2012-02-13,55K,57K,3
1,~20miles,7,2001-12-09,63K,66K,1
1,~10miles,6,2002-01-02,62K,64K,1
0,~15miles,9,2006-02-07,54K,56K,3
0,~10miles,5,2006-02-20,60K,61K,5
0,>30miles,7,2005-02-13,59K,60K,3
1,~20miles,11,2004-02-23,60K,63K,1
1,~15miles,5,2013-10-28,63K,65K,1
1,~15miles,4,1999-12-03,59K,60K,3
0,~15miles,9,2002-11-27,58K,60K,6
0,~20miles,7,2014-06-25,55K,57K,7
1,~15miles,8,2007-07-07,61K,64K,7
0,<5mile,7,2013-09-11,59K,61K,2
1,~10miles,8,2011-09-20,64K,65K,7
1,~10miles,6,2009-12-15,57K,59K,5
0,~20miles,11,2011-06-07,61K,63K,5
1,<5mile,4,2005-05-10,56K,59K,7
0,~15miles,6,2010-01-01,64K,65K,7
0,~20miles,8,2011-02-09,54K,55K,1
1,<5mile,5,2009-03-04,63K,65K,6
1,~10miles,6,2008-12-07,59K,61K,3
0,>30miles,5,2007-02-24,54K,55K,3
1,~10miles,5,2018-02-17,64K,67K,6
1,~15miles,10,2001-10-23,63K,66K,6
0,<5mile,7,2006-08-28,59K,61K,7
0,~15miles,5,2013-12-16,58K,59K,3
0,~15miles,6,2008-08-17,60K,62K,3
0,~15miles,6,2006-01-23,59K,61K,7
0,~15miles,5,1999-01-06,62K,64K,6
1,~15miles,5,2006-12-25,63K,66K,2
1,>30miles,6,1999-01-25,52K,54K,7
1,~10miles,9,2006-08-12,59K,61K,1
0,>30miles,8,2010-10-01,59K,61K,7
0,~15miles,7,2006-02-07,62K,63K,1
1,~15miles,5,2015-11-08,57K,58K,7
0,~10miles,7,2009-06-26,54K,56K,1
0,~20miles,7,2003-01-04,60K,62K,1
1,~10miles,7,2011-10-07,60K,64K,6
1,>30miles,5,2005-05-14,54K,56K,1
0,~20miles,7,2004-11-05,56K,58K,2
1,<5mile,10,2001-02-11,66K,66K,6
0,~10miles,6,2005-01-15,59K,60K,3
1,~15miles,5,2012-06-16,62K,64K,5
0,~10miles,9,2011-10-30,59K,63K,2
0,~15miles,4,2016-02-25,60K,61K,7
1,~10miles,7,2011-02-17,58K,60K,1
0,~20miles,8,1999-10-26,56K,58K,3
1,~10miles,10,2003-12-26,50K,52K,7
0,~15miles,6,2006-01-01,59K,60K,1
0,~20miles,6,2013-03-01,63K,66K,3
1,~10miles,6,2009-06-18,60K,62K,5
0,,10,2013-01-07,56K,58K,3
1,~10miles,9,2010-08-09,59K,61K,3
0,~10miles,8,2012-04-25,61K,62K,7
1,~10miles,7,2012-01-15,60K,60K,6
1,~15miles,4,2016-11-30,64K,66K,5
0,~15miles,4,2011-01-30,60K,61K,5
1,~10miles,5,2013-11-16,59K,60K,5
1,~15miles,7,2013-11-12,55K,57K,5
1,~10miles,8,2005-06-21,60K,62K,5
0,~15miles,7,2012-09-28,64K,67K,5
0,~15miles,8,2015-01-03,54K,55K,6
0,~10miles,7,2014-03-23,60K,63K,3
1,~10miles,7,2003-03-20,56K,59K,7
0,~15miles,8,2008-08-18,56K,57K,6
1,<5mile,9,2008-03-10,60K,63K,3
1,~15miles,10,1999-05-13,62K,64K,7
1,>30miles,7,2010-06-19,62K,64K,5
0,~15miles,10,2005-07-25,64K,66K,5
1,>30miles,10,2004-01-02,60K,62K,3
1,<5mile,8,2011-06-15,62K,64K,2
0,~20miles,9,2002-05-08,57K,60K,6
0,~15miles,7,2011-12-31,58K,60K,6
0,~20miles,7,2000-08-10,58K,61K,5
0,~15miles,4,2008-05-23,64K,66K,5
0,>30miles,5,2007-04-06,55K,58K,2
0,~10miles,7,2010-07-01,58K,59K,5
0,>30miles,6,2010-12-20,57K,60K,2
1,~15miles,8,2009-02-15,61K,63K,7
0,~15miles,8,2006-06-26,66K,69K,7
1,~10miles,8,2012-06-11,60K,61K,2
1,~10miles,9,2005-06-15,56K,58K,1
1,~10miles,6,2016-06-20,59K,60K,2
1,~10miles,5,2016-08-23,57K,60K,2
1,~10miles,4,2001-01-31,57K,60K,5
0,~20miles,9,2003-07-31,63K,67K,2
0,~20miles,8,2004-10-27,58K,59K,7
0,~10miles,8,2013-08-21,61K,63K,1
1,~15miles,2,2006-05-30,56K,58K,1
0,~15miles,4,2017-06-30,64K,65K,7
0,~15miles,6,2004-05-11,58K,60K,6
1,~20miles,7,1999-03-26,62K,65K,7
0,~20miles,7,2010-01-24,65K,66K,2
0,~10miles,11,2000-01-27,60K,61K,2
0,~15miles,9,2007-06-20,64K,65K,1
1,~15miles,5,2009-10-18,57K,59K,1
1,~20miles,6,2000-05-01,61K,63K,3
0,~10miles,9,2011-07-28,53K,54K,6
1,~20miles,8,2012-03-06,61K,62K,7
1,~15miles,4,2006-08-08,58K,59K,1
0,~20miles,6,2011-02-12,62K,64K,6
0,<5mile,10,2002-08-16,58K,59K,1
0,~15miles,4,2002-04-17,58K,61K,5
1,~10miles,5,2003-04-27,59K,61K,1
0,~20miles,6,2003-12-07,56K,57K,2
1,<5mile,6,2003-03-02,60K,61K,3
1,~20miles,3,2008-06-23,58K,60K,7
0,~15miles,4,2007-07-22,53K,54K,5
1,~15miles,6,2001-07-30,60K,61K,3
1,~15miles,6,2008-03-25,58K,59K,2
0,~20miles,6,2012-04-09,57K,58K,7
1,>30miles,10,2009-05-21,60K,63K,5
0,~15miles,9,2008-11-06,60K,61K,2
1,>30miles,5,2011-09-02,64K,66K,2
0,~20miles,7,2002-02-02,55K,57K,7
1,~15miles,9,2002-11-16,55K,57K,1
0,~15miles,11,2005-08-01,60K,62K,6
1,~15miles,4,2007-07-27,64K,66K,5
1,<5mile,6,2014-06-16,57K,59K,2
0,<5mile,6,2003-06-25,64K,65K,1
1,~10miles,8,2010-10-24,56K,58K,6
0,~20miles,6,2000-12-26,62K,65K,1
1,>30miles,6,2015-06-27,63K,66K,2
0,~10miles,11,2007-01-18,54K,55K,1
0,<5mile,7,2013-08-25,59K,59K,5
0,~15miles,7,2007-02-24,62K,63K,3
1,~15miles,6,2006-05-15,54K,57K,3
1,~15miles,9,2010-01-14,63K,63K,1
1,~15miles,4,2013-09-24,64K,67K,3
1,~10miles,5,2017-09-28,63K,64K,3
1,~10miles,7,2014-11-18,56K,57K,1
1,~10miles,8,2005-07-31,52K,54K,5
0,<5mile,5,2013-03-29,50K,52K,1
0,~20miles,5,2009-12-18,58K,59K,7
0,~10miles,8,2000-09-26,61K,62K,1
0,<5mile,8,2001-05-30,58K,60K,1
1,~15miles,7,2010-08-29,63K,64K,5
1,~20miles,9,2006-09-18,60K,61K,2
1,~20miles,9,2009-10-24,60K,63K,5
0,~10miles,9,2004-03-02,63K,65K,7
0,<5mile,9,2000-05-11,56K,57K,3
0,~15miles,8,2014-02-28,58K,59K,1
0,~10miles,10,2007-04-28,63K,64K,3
1,>30miles,6,2016-09-09,64K,66K,2
0,~15miles,5,2010-10-19,58K,61K,1
0,~10miles,2,2007-12-08,62K,62K,7
1,~20miles,8,2006-06-08,61K,62K,5
0,~10miles,8,2003-06-26,60K,62K,6
0,<5mile,7,2010-09-13,61K,63K,3
0,~10miles,9,2010-04-04,63K,66K,1
0,~20miles,6,2007-10-19,61K,63K,5
0,~15miles,12,2006-07-29,59K,60K,6
0,~10miles,9,2001-04-30,58K,60K,5
0,~15miles,9,2001-10-31,61K,63K,2
1,~20miles,8,2013-03-28,60K,61K,7
0,>30miles,9,1999-08-13,54K,56K,2
0,<5mile,10,2010-03-27,57K,60K,2
0,~15miles,7,2004-07-30,63K,66K,2
1,~20miles,6,2009-08-22,58K,60K,6
0,~10miles,8,2012-03-30,56K,59K,2
0,>30miles,6,2004-02-08,60K,62K,6
0,~10miles,7,1999-08-11,61K,63K,2
0,~20miles,6,2009-06-04,58K,61K,3
0,~15miles,5,2005-03-26,60K,62K,6
0,>30miles,9,2011-12-16,59K,61K,2
0,~15miles,8,2014-03-24,62K,64K,7
0,~10miles,9,2006-09-08,58K,59K,7
1,>30miles,7,2013-04-07,58K,60K,6
1,~15miles,5,2017-02-04,58K,59K,7
1,>30miles,7,2014-03-28,59K,60K,1
1,~10miles,7,2006-04-12,51K,54K,6
0,~10miles,7,2010-09-24,54K,55K,6
0,~20miles,1,2012-10-24,63K,64K,7
1,>30miles,5,2008-04-02,53K,55K,5
0,~15miles,8,2003-07-02,60K,61K,6
0,>30miles,7,2000-11-13,61K,63K,6
0,~15miles,7,2001-12-21,60K,63K,2
0,>30miles,5,2006-09-20,59K,61K,6
0,~10miles,7,2007-01-05,64K,66K,1
0,~15miles,9,2005-10-07,58K,59K,6
0,~15miles,10,2000-01-22,57K,58K,1
0,~10miles,9,2006-05-17,66K,67K,1
1,~10miles,9,2001-09-27,61K,63K,7
0,<5mile,9,2009-09-01,56K,58K,5
0,~20miles,7,2014-05-27,59K,60K,6
0,~15miles,6,2011-01-27,63K,64K,3
0,~10miles,12,2004-05-05,58K,60K,5
0,<5mile,7,2004-05-14,57K,60K,1
1,~10miles,9,2000-07-28,64K,65K,2
1,~20miles,7,2001-04-07,63K,65K,1
1,~20miles,8,2000-12-08,60K,61K,5
1,~15miles,10,2007-05-13,61K,62K,5
0,~10miles,5,2009-01-04,59K,61K,7
1,~15miles,2,2008-11-24,58K,60K,7
0,~20miles,7,1999-10-02,59K,61K,2
0,<5mile,10,2000-11-16,59K,60K,5
0,~10miles,8,2009-09-14,55K,57K,7
0,~20miles,7,2014-01-05,60K,62K,7
1,~15miles,7,2008-07-28,58K,60K,2
0,>30miles,4,2011-01-24,61K,63K,7
0,~20miles,7,2003-05-24,57K,58K,1
0,<5mile,7,1999-02-09,62K,64K,1
0,~10miles,4,2008-11-29,56K,58K,2
0,~20miles,10,2011-11-08,61K,63K,6
1,~10miles,9,2003-03-19,55K,56K,3
0,~10miles,6,2002-01-26,56K,57K,2
1,~15miles,3,2016-03-25,64K,65K,5
0,~20miles,7,2003-02-11,55K,57K,1
0,~20miles,7,2006-03-11,59K,61K,1
0,~10miles,6,2012-02-03,63K,65K,3
0,~15miles,6,1999-09-05,54K,55K,6
0,~10miles,4,2003-12-30,56K,58K,2
0,~15miles,8,2000-12-27,58K,58K,1
0,~15miles,6,2013-08-04,60K,62K,2
0,~20miles,4,2009-05-21,62K,65K,7
1,>30miles,10,2000-11-05,54K,55K,6
0,~15miles,9,2002-01-24,60K,62K,2
0,>30miles,6,1999-06-06,65K,68K,1
1,~20miles,7,1999-02-12,62K,63K,3
0,~10miles,8,1999-01-21,68K,70K,7
0,~10miles,6,2000-03-21,63K,65K,2
0,<5mile,10,2008-07-18,58K,59K,3
1,~10miles,7,2008-04-11,59K,63K,7
0,~10miles,8,2011-11-20,62K,64K,1
0,~20miles,8,2013-01-21,62K,63K,6
1,~20miles,9,2013-08-15,63K,66K,6
0,~10miles,8,2010-09-29,65K,65K,6
1,~20miles,7,2010-09-08,61K,63K,2
0,~10miles,8,2000-10-05,61K,62K,2
1,~20miles,6,1999-05-14,60K,60K,3
0,~15miles,6,2002-02-17,56K,57K,7
1,~10miles,4,2015-08-11,59K,60K,2
0,~10miles,8,2013-09-24,61K,62K,7
1,~15miles,8,2013-10-26,59K,60K,1
1,<5mile,10,2011-03-25,61K,64K,6
0,~20miles,8,2002-03-11,58K,59K,1
0,<5mile,6,2015-11-17,54K,57K,3
1,~10miles,10,2002-04-20,59K,61K,3
0,>30miles,8,2005-08-24,58K,61K,2
1,~20miles,9,2014-02-05,65K,66K,3
1,<5mile,11,2008-04-30,63K,66K,6
0,~10miles,9,2003-07-28,52K,55K,7
1,~20miles,3,2001-01-05,58K,60K,1
0,~20miles,8,2013-10-09,57K,62K,6
1,~15miles,7,2014-08-26,58K,60K,7
0,>30miles,5,1999-07-16,64K,66K,3
1,~15miles,6,2005-12-12,59K,61K,3
1,~20miles,6,2009-12-21,61K,62K,3
1,~10miles,7,2000-11-02,58K,59K,1
1,~15miles,5,2010-02-12,59K,61K,6
1,~20miles,5,2000-11-28,53K,55K,6
1,~10miles,10,2012-04-14,62K,64K,5
1,~10miles,6,2001-11-02,58K,61K,5
1,~10miles,6,2004-02-06,62K,65K,5
1,~15miles,5,2013-08-13,61K,62K,6
0,<5mile,8,1999-02-07,64K,65K,6
0,>30miles,10,2006-05-28,59K,61K,2
0,>30miles,6,2012-02-20,50K,52K,5
0,~15miles,8,2007-09-23,60K,61K,1
1,~10miles,8,2004-09-23,57K,60K,3
1,~10miles,11,2004-03-15,60K,62K,1
0,<5mile,7,2015-08-22,61K,62K,1
0,~10miles,7,2013-11-22,63K,64K,2
0,~20miles,5,2006-09-22,65K,67K,1
1,~10miles,7,2005-01-24,60K,61K,3
1,~20miles,7,2005-05-03,60K,62K,1
1,>30miles,7,2002-10-14,59K,61K,7
1,~20miles,4,2017-12-15,61K,62K,3
0,<5mile,9,2006-03-28,54K,55K,6
0,<5mile,11,2000-11-25,59K,60K,1
0,~15miles,8,2011-11-03,53K,56K,2
1,<5mile,9,2001-08-07,57K,59K,5
1,~20miles,6,2008-11-18,59K,60K,1
1,~10miles,6,2010-07-20,62K,64K,2
1,>30miles,8,2009-08-25,63K,65K,5
0,~15miles,8,2009-02-26,58K,60K,5
1,~10miles,7,2010-01-30,60K,61K,5
0,~15miles,7,2002-07-17,63K,64K,7
0,~10miles,6,2015-10-16,59K,63K,7
1,~15miles,5,2003-11-18,56K,58K,3
1,~20miles,9,2007-07-22,61K,62K,5
1,~10miles,3,2006-04-07,62K,63K,7
0,~10miles,6,2012-12-17,64K,67K,6
0,~20miles,8,2000-11-10,60K,62K,6
0,~10miles,5,2003-12-25,62K,63K,5
1,~20miles,5,2015-07-04,59K,61K,6
0,~15miles,10,2003-09-02,56K,60K,3
1,~15miles,10,2004-01-29,60K,61K,7
1,~20miles,7,1999-02-11,53K,55K,1
0,~10miles,11,1999-05-14,63K,64K,2
0,~15miles,4,2007-11-11,58K,59K,6
0,~20miles,9,2000-09-28,66K,67K,7
1,~10miles,7,1999-03-26,59K,62K,6
0,~10miles,8,2005-11-28,60K,62K,7
1,~20miles,7,2010-06-14,62K,64K,2
1,~10miles,9,2010-11-24,63K,66K,5
0,~15miles,7,2001-10-28,61K,63K,2
1,<5mile,6,2009-05-21,63K,64K,7
0,>30miles,7,2013-02-24,56K,57K,2
1,~15miles,5,2005-03-21,55K,56K,6
0,~10miles,9,2010-11-07,57K,60K,3
0,~15miles,5,1999-05-11,59K,61K,3
1,~20miles,7,2012-04-12,61K,63K,5
0,~15miles,7,2012-07-21,59K,61K,5
0,~15miles,11,2000-11-24,58K,60K,6
0,~20miles,6,2006-05-20,59K,59K,2
0,>30miles,6,2009-10-11,55K,58K,2
0,~15miles,7,2011-06-17,61K,63K,3
0,~10miles,9,2001-11-14,60K,62K,5
1,~10miles,8,2010-02-11,61K,63K,1
1,~15miles,6,2005-02-21,61K,62K,5
0,<5mile,6,2007-02-16,59K,61K,5
0,~15miles,7,2009-09-21,61K,64K,2
0,~20miles,5,2010-03-30,61K,62K,2
0,~15miles,5,2003-03-11,57K,59K,2
0,>30miles,9,1999-12-04,59K,60K,1
0,~10miles,9,2011-01-03,62K,64K,1
1,~10miles,6,2016-05-28,55K,58K,7
0,~10miles,8,1999-12-05,55K,57K,1
0,~10miles,6,2008-10-11,59K,61K,1
0,~10miles,10,2008-02-04,62K,65K,5
0,>30miles,7,2013-03-22,54K,55K,5
1,~20miles,9,2011-01-11,60K,61K,1
1,~15miles,7,1999-05-10,53K,55K,1
1,~10miles,7,2008-07-01,59K,61K,3
0,~15miles,6,2008-05-29,60K,62K,6
1,>30miles,6,2015-05-08,60K,60K,7
0,,11,2003-12-26,62K,65K,6
0,~10miles,6,2000-07-02,58K,59K,6
1,~10miles,10,2002-03-08,58K,61K,2
0,>30miles,10,2002-05-08,63K,64K,1
1,~10miles,5,1999-06-28,63K,65K,7
0,~10miles,3,2002-11-21,56K,57K,6
0,~15miles,8,2003-01-16,62K,64K,7
1,>30miles,7,2014-10-24,61K,64K,5
0,~20miles,7,2008-08-20,61K,63K,3
1,~15miles,7,2009-04-09,66K,67K,6
0,~20miles,6,2007-04-20,64K,67K,2
1,~15miles,8,2013-05-06,59K,62K,7
0,~15miles,7,2010-07-28,63K,64K,2
0,~20miles,7,2003-12-11,56K,58K,7
1,~15miles,8,2006-05-29,59K,60K,1
0,~20miles,10,2009-08-08,64K,67K,7
0,<5mile,7,2002-04-06,63K,65K,3
0,~20miles,4,2002-03-30,59K,61K,7
1,~15miles,5,2008-06-18,57K,59K,7
0,~20miles,10,2003-11-21,62K,64K,7
